Step,PIB,Desempleo,QuiebrasF,BancosMuertos
130,1354.8378498304357,0.0,0,0
131,1353.516602289458,0.0,0,0
132,1357.1620959959805,0.0,0,0
133,1359.1942598383825,0.0,0,0
134,1366.288685951641,0.0,0,0
135,1363.469088507683,0.0,0,0
136,1367.3916962632425,0.0,0,0
137,1370.665024417689,0.0,0,0
138,1375.438264726064,0.0,0,0
139,1375.9161472862052,0.0,0,0
140,1395.0368658161246,0.0,0,0
141,1390.3674103974724,0.0,0,0
142,1400.8041723852905,0.0,0,0
143,1403.357473643466,0.0,0,0
144,1406.5593346050207,0.0,0,0
145,1410.1378843580605,0.0,0,0
146,1414.5108584446302,0.0,0,0
147,1411.619450247058,0.0,0,0
148,1416.9572129133235,0.0,0,0
149,1420.6700495189473,0.0,0,0
150,1421.1283716867406,0.0,0,0
151,1426.3103205081757,0.0,0,0
152,1419.898934183442,0.0,0,0
153,1436.2046099950774,0.0,0,0
154,1431.8917669463206,0.0,0,0
155,1441.1381332897163,0.0,0,0
156,1440.5573936698822,0.0,0,0
157,1432.7056344056984,0.0,0,0
158,1447.6137384710592,0.0,0,0
159,1455.41664452689,0.0,0,0
160,1445.510126182333,0.0,0,0
161,1455.9838729019643,0.0,0,0
162,1452.1554821572415,0.0,0,0
163,1463.1175601950051,0.0,0,0
164,1456.4549232784934,0.0,0,0
165,1474.5643143700977,0.0,0,0
166,1467.8729947571871,0.0,0,0
167,1480.302851210402,0.0,0,0
168,1466.761105224007,0.0,0,0
169,1479.1529075737271,0.0,0,0
170,1483.4075524470543,0.0,0,0
171,1480.7435213028277,0.0,0,0
172,1493.6009184505137,0.0,0,0
173,1473.3258880463388,0.0,0,0
174,1505.4076209292475,0.0,0,0
175,1472.52812139168,0.0,0,0
176,1523.620759797199,0.0,0,0
177,1500.971108058941,0.0,0,0
178,1518.090892569986,0.0,0,0
179,1500.1099549940013,0.0,0,0
180,1501.4965469346328,0.0,0,0
181,1496.419761167192,0.0,0,0
182,1503.314446578402,0.0,0,0
183,1512.2173050841557,0.0,0,0
184,1493.489244743954,0.0,0,0
185,1519.298976538324,0.0,0,0
186,1483.956120843109,0.0,0,0
187,1526.3831601570928,0.0,0,0
188,1521.6360399486282,0.0,0,0
189,1518.4274000434054,0.0,0,0
190,1514.2176741427659,0.0,0,0
191,1535.0381697370058,0.0,0,0
192,1510.572458743911,0.0,0,0
193,1556.4075699666826,0.0,0,0
194,1493.45832336611,0.0,0,0
195,1546.617749575575,0.0,0,0
196,1483.4798678261022,0.0,0,0
197,1527.6871517889358,0.0,0,0
198,1541.2645038369349,0.0,0,0
199,1572.5607527634395,0.0,0,0
200,1476.6415652968774,0.0,0,0
201,1546.2979019856052,0.0,0,0
202,1538.6804756157844,0.0,0,0
203,1579.8498741342783,0.0,0,0
204,1545.2873343655071,0.0,0,0
205,1487.3930885380555,0.0,0,0
206,1583.673279684921,0.0,0,0
207,1511.0403914084334,0.0,0,0
208,1549.015477742767,0.0,0,0
209,1529.2417544358127,0.0,0,0
210,1565.8348286811404,0.0,0,0
211,1517.798147032398,0.0,0,0
212,1576.6733253932873,0.0,0,0
213,1548.335583678192,0.0,0,0
214,1567.979995326366,0.0,0,0
215,1600.435756074942,0.0,0,0
216,1547.4761594660454,0.0,0,0
217,1499.462141485557,0.0,0,0
218,1620.139778839088,0.0,0,0
219,1523.4938421938023,0.0,0,0
220,1594.066004102917,0.0,0,0
221,1581.8566111505024,0.0,0,0
222,1543.4072254883092,0.0,0,0
223,1554.5491295915501,0.0,0,0
224,1608.1572911033418,0.0,0,0
225,1532.6243655532344,0.0,0,0
226,1567.6027679054234,0.0,0,0
227,1578.299026642236,0.0,0,0
228,1562.874539705223,0.0,0,0
229,1565.178679565202,0.0,0,0
230,1612.4675994149964,0.0,0,0
231,1619.3635651410666,0.0,0,0
232,1570.1106686028913,0.0,0,0
233,1549.156237147043,0.0,0,0
234,1563.5251442850988,0.0,0,0
235,1618.5732302591105,0.0,0,0
236,1588.5029918910268,0.0,0,0
237,1618.9385878217809,0.0,0,0
238,1557.3011055377806,0.0,0,0
239,1667.5450859398884,0.0,0,0
240,1479.8514635633658,0.0,0,0
241,1646.7880024769747,0.0,0,0
242,1577.3450321449507,0.0,0,0
243,1654.1943645109836,0.0,0,0
244,1576.4930463764797,0.0,0,0
245,1630.8416115649022,0.0,0,0
246,1586.103130788845,0.0,0,0
247,1579.5803449628804,0.0,0,0
248,1687.836412356361,0.0,0,0
249,1583.373095513859,0.0,0,0
250,1630.2969777847804,0.0,0,0
251,1629.156814101192,0.0,0,0
252,1665.7638238820914,0.0,0,0
253,1563.638863435687,0.0,0,0
254,1683.5067532575133,0.0,0,0
255,1516.6444831360063,0.0,0,0
256,1670.6386338967995,0.0,0,0
257,1564.9012569893275,0.0,0,0
258,1687.5832840065677,0.0,0,0
259,1610.095979331297,0.0,0,0
260,1564.5852420523313,0.0,0,0
261,1659.1055640419124,0.0,0,0
262,1629.4571953561476,0.0,0,0
263,1624.7886702015562,0.0,0,0
264,1613.6104086572693,0.0,0,0
265,1594.633758590891,0.0,0,0
266,1713.1849833607043,0.0,0,0
267,1578.960427692946,0.0,0,0
268,1684.8369863022226,0.0,0,0
269,1579.7559135187391,0.0,0,0
270,1621.315298035699,0.0,0,0
271,1615.298059823515,0.0,0,0
272,1679.8853144903674,0.0,0,0
273,1606.9936117617872,0.0,0,0
274,1601.2553334042263,0.0,0,0
275,1687.3106611240946,0.0,0,0
276,1583.2620569517615,0.0,0,0
277,1628.0987619417028,0.0,0,0
278,1600.5533557082554,0.0,0,0
279,1716.5103469185021,0.0,0,0
280,1573.3525964782655,0.0,0,0
281,1678.3422231364168,0.0,0,0
282,1634.4739040708928,-0.0025423728813558366,0,0
283,1613.058741538575,-0.0016949152542373724,0,0
284,1603.7662666260023,-0.0025423728813558366,0,0
285,1720.8743682894608,-0.008474576271186418,0,0
286,1601.2094722476106,0.0,0,0
287,1590.4665556172406,-0.005084745762711895,0,0
288,1693.42112831246,0.0,0,0
289,1676.7594231796363,-0.0025423728813558366,0,0
290,1597.7216712134343,0.0,0,0
291,1717.5706447218588,-0.0025423728813558366,0,0
292,1663.3098962481697,0.0,0,0
293,1625.8832139182196,0.0,0,0
294,1659.7047306197078,0.0,0,0
295,1657.9098556874928,0.0,0,0
296,1611.6716236814646,0.0,0,0
297,1630.7301966496507,-0.003389830508474523,0,0
298,1593.636413797499,0.0,0,0
299,1670.9602702789011,0.0,0,0
300,1758.215130252227,-0.0008474576271186862,0,0
301,1685.3012594543623,0.0,0,0
302,1623.897796798301,-0.0016949152542373724,0,0
303,1611.8108410556904,0.0,0,0
304,1639.9405643811915,-0.0008474576271186862,0,0
305,1647.6832448084879,0.0,0,0
306,1555.7137244588798,-0.0025423728813558366,0,0
307,1707.2960017886169,0.0,0,0
308,1619.6822373498892,-0.0025423728813558366,0,0
309,1613.09052639071,0.0,0,0
310,1653.7356873478163,-0.0025423728813558366,0,0
311,1822.939620248426,0.0,0,0
312,1771.5871285198284,-0.0025423728813558366,0,0
313,1541.317735602849,0.0,0,0
314,1641.8516118653822,0.0,0,0
315,1614.5521355545927,0.0,0,0
316,1593.057090828032,-0.003389830508474523,0,0
317,1626.385858430195,0.0,1,0
318,1790.0343109158744,0.0,1,0
319,1633.3075445490308,0.0,1,0
320,1604.0446587386248,0.0,1,0
321,1723.0552293526412,0.0,1,0
322,1499.9792902421368,0.0,0,0
323,1613.814095652416,0.0,1,0
324,1703.0001363412794,0.0,0,0
325,1628.6920380124013,0.0,1,0
326,1541.5914426451786,0.0,1,0
327,1667.1852607467874,0.0,1,0
328,1631.3907492523836,0.0,0,0
329,1630.995451145322,0.0,1,0
330,1511.0050462620738,0.0,1,0
331,1541.1694467753885,0.0,1,0
332,1520.0681449427539,0.0,1,0
333,1625.5263984674637,0.0,1,0
334,1674.559621130092,0.0,1,0
335,1590.7653434117803,0.0,1,0
336,1459.6167295486914,0.0,1,0
337,1603.9702156618698,0.0,0,0
338,1682.2884970312552,0.0,0,0
339,1540.3217400323724,0.0,0,0
340,1650.3329619867218,0.0,0,0
341,1629.376810712674,0.0,0,0
342,1561.4871025359676,0.0,0,0
343,1533.1522920335406,0.0,0,0
344,1500.0642379062085,0.0,0,0
345,1546.498901275683,0.0,0,0
346,1577.1829401396383,0.0,0,0
347,1572.8714360784359,0.0,0,0
348,1382.9024035192665,0.0,0,0
349,1546.2349805601168,0.0,0,0
350,1400.083674362441,0.0,0,0
351,1538.8984486897555,0.0,0,0
352,1514.6941784244318,0.0,0,0
353,1414.6076604316747,0.0,0,0
354,1460.7470295908468,0.0,0,0
355,1388.9381691794815,0.0,0,0
356,1406.6852419584854,0.0,0,0
357,1416.2114431435823,0.0,0,0
358,1406.2748773450212,0.0,0,0
359,1420.680895399294,0.0,0,0
360,1431.626276064055,0.0,0,0
361,1413.5981605604975,0.0,1,0
362,1409.0383729755592,-0.0008474576271186862,0,0
363,1421.9544075717608,0.0,0,0
364,1427.4943106897383,0.0,0,0
365,1408.3301407207432,0.0,0,0
366,1460.0352561082548,0.0,0,0
367,1384.7343497983718,0.0,0,0
368,1411.0868559326707,0.0,0,0
369,1414.6484315547261,0.0,0,0
370,1396.6776354119766,0.0,0,0
371,1457.6980180869725,0.0,0,0
372,1407.8468902488225,0.0,0,0
373,1447.0258707847022,0.0,0,0
374,1404.8004463478003,0.0,0,0
375,1404.9973453120813,0.0,0,0
376,1408.2469286115709,0.0,0,0
377,1411.6337270254592,0.0,0,0
378,1396.448558293183,0.0,0,0
379,1428.795419324952,0.0,0,0
380,1457.0013568655793,0.0,0,0
381,1384.8327632940843,0.0,0,0
382,1471.9958839979054,0.0,0,0
383,1361.6048215124733,0.0,0,0
384,1411.83540996918,0.0,0,0
385,1380.0129518200772,0.0,0,0
386,1454.1191823667818,0.0,0,0
387,1380.3151364814344,0.0,0,0
388,1455.026780929691,0.0,0,0
389,1427.7335933058948,0.0,0,0
390,1413.6160750251786,0.0,0,0
391,1400.5817896967928,-0.003389830508474523,0,0
392,1433.5435505911753,0.0,0,0
393,1424.9780869650706,0.0,0,0
394,1420.2145463351642,0.0,0,0
395,1407.718707258083,0.0,0,0
396,1419.3362430489017,0.0,0,0
397,1405.865580906214,0.0,0,0
398,1441.1379649361431,0.0,0,0
399,1401.6546041748413,0.0,0,0
400,1390.2432744254327,0.0,0,0
401,1438.3147548830646,0.0,0,0
402,1431.0181701219237,0.0,0,0
403,1404.6811305792821,0.0,0,0
404,1402.18310104583,0.0,0,0
405,1450.144789205704,0.0,1,0
406,1417.120307066486,0.0,0,0
407,1396.6580921759419,0.0,0,0
408,1445.8269960993996,-0.003389830508474523,0,0
409,1403.410555831865,0.0,0,0
410,1382.4791367415387,-0.004237288135593209,0,0
411,1482.0952511199014,0.0,0,0
412,1372.1516375739357,0.0,0,0
413,1446.2580233909327,0.0,0,0
414,1392.646591871823,-0.004237288135593209,0,0
415,1397.7296862306546,0.0,0,0
416,1437.2237218975229,0.0,0,0
417,1447.5875828523017,0.0,1,0
418,1377.6667882595427,0.0,0,0
419,1422.774678425629,0.0,0,0
420,1445.4355488304084,0.0,0,0
421,1413.0112774606416,0.0,0,0
422,1371.5747496558497,0.0,0,0
423,1444.5520180083881,0.0,0,0
424,1444.8780528897325,0.0,0,0
425,1386.8377859037166,0.0,0,0
426,1412.6881196514553,0.0,0,0
427,1408.3289148202696,0.0,0,0
428,1414.047207206967,0.0,0,0
429,1371.1052736705499,0.0,0,0
430,1466.8901390768676,0.0,0,0
431,1419.5395208729553,0.0,0,0
432,1416.732377699092,0.0,0,0
433,1408.3953930692142,0.0,0,0
434,1411.605353478521,0.0,0,0
435,1453.0613100909545,0.0,0,0
436,1362.9252874513322,0.0,0,0
437,1465.6313163694065,0.0,0,0
438,1356.3523819952832,0.0,0,0
439,1422.416183056498,0.0,0,0
440,1448.651037313158,0.0,0,0
441,1392.7970004434007,0.0,0,0
442,1413.311554466541,0.0,0,0
443,1401.2713968746946,0.0,0,0
444,1422.6942826520797,0.0,0,0
445,1423.8425062914557,0.0,0,0
446,1405.5693081111997,0.0,0,0
447,1433.1512636251687,0.0,0,0
448,1447.960166125005,0.0,0,0
449,1345.571515600467,0.0,0,0
450,1407.3571426012327,0.0,0,0
451,1454.0122504128385,0.0,0,0
452,1406.6587936814665,0.0,0,0
453,1399.7937738325793,0.0,0,0
454,1396.432475316711,0.0,0,0
455,1381.4544740461163,0.0,0,0
456,1440.2907681234158,0.0,0,0
457,1412.291099722074,0.0,0,0
458,1406.6472170130978,0.0,0,0
459,1429.0275455463832,0.0,0,0
460,1361.2988697007866,0.0,0,0
461,1432.9705058407733,0.0,0,0
462,1324.798490588915,0.0,0,0
463,1350.837699042818,0.0,0,0
464,1318.8968001672683,0.0,0,0
465,1217.3092151316391,0.0,0,0
466,1130.280707055404,0.0,0,0
467,1061.4756217389854,0.0,0,0
468,1015.5761826198034,0.0,0,0
469,970.0316108996448,0.0,0,0
470,951.0792569956992,0.0,0,0
471,937.1635401172498,0.0,0,0
472,939.1173871601119,0.0,0,0
473,936.6069754743577,0.0,0,0
474,936.3699746751753,0.0,0,0
475,940.2904035557035,0.0,0,0
476,937.4860256277674,0.0,0,0
477,940.715170222045,0.0,0,0
478,940.2506404852547,0.0,0,0
479,942.7102503866956,0.0,0,0
480,952.1974802628816,0.0,0,0
481,962.6997887723834,0.0,0,0
482,981.5107332662276,0.0,0,0
483,996.6806930958771,0.0,0,0
484,995.5074803785975,0.0,0,0
485,999.0058857710635,0.0,0,0
486,989.8529111073852,0.0,0,0
487,1021.1663040900327,0.0,0,0
488,1022.8316650624523,0.0,0,0
489,1031.891118322895,0.0,0,0
490,1052.7287985234702,0.0,0,0
491,1044.2168664512624,0.0,0,0
492,1061.0471091398495,0.0,0,0
493,1053.7900963607915,0.0,0,0
494,1079.39411869275,0.0,0,0
495,1083.1137981033228,0.0,0,0
496,1097.3886868645654,0.0,0,0
497,1098.045137955334,0.0,0,0
498,1115.3726118404925,0.0,0,0
499,1108.0297905366149,0.0,0,0
