Step,PIB,Desempleo,QuiebrasF,BancosMuertos,FondoRescate
47,768.2368161531826,0.0,0,0,0.0
48,779.9792481243345,0.0,0,0,0.0
49,794.7034435882155,0.0,0,0,0.0
50,808.7082470261123,0.0,0,0,0.0
51,818.6066415060459,0.0,0,0,0.0
52,835.9797649573903,0.0,0,0,0.0
53,848.1834367377751,0.0,0,0,0.0
54,860.8468716759238,0.0,0,0,0.0
55,875.8642367036053,0.0,0,0,0.0
56,888.5382767731985,0.0,0,0,0.0
57,903.825158756303,0.0,0,0,0.0
58,913.371858350112,0.0,0,0,0.0
59,922.7642781358959,0.0,0,0,0.0
60,939.1089981102568,0.0,0,0,0.0
61,953.1761520293239,0.0,0,0,0.0
62,961.4901535688414,0.0,0,0,0.0
63,969.0701207732396,0.0,0,0,0.0
64,979.9106968685685,0.0,0,0,0.0
65,993.8706155427196,0.0,0,0,0.0
66,1006.0494461015935,0.0,0,0,0.0
67,1016.1833850727177,0.0,0,0,0.0
68,1026.1663648647236,0.0,0,0,0.0
69,1037.1955872868698,0.0,0,0,0.0
70,1048.171022744136,0.0,0,0,0.0
71,1054.3043039417823,0.0,0,0,0.0
72,1064.446356959768,0.0,0,0,0.0
73,1077.1453946137315,0.0,0,0,0.0
74,1080.9001304020726,0.0,0,0,0.0
75,1095.1771326415617,0.0,0,0,0.0
76,1104.5548515879004,0.0,0,0,0.0
77,1111.1113560991814,0.0,0,0,0.0
78,1121.4011629198208,0.0,0,0,0.0
79,1126.1021988507184,0.0,0,0,0.0
80,1135.2940857483138,0.0,0,0,0.0
81,1142.199101615614,0.0,0,0,0.0
82,1152.9375550420832,0.0,0,0,0.0
83,1162.3411689146822,0.0,0,0,0.0
84,1169.8756567990565,0.0,0,0,0.0
85,1176.8060997795324,0.0,0,0,0.0
86,1185.5825186938673,0.0,0,0,0.0
87,1187.034942726022,0.0,0,0,0.0
88,1196.1314492856868,0.0,0,0,0.0
89,1198.1642353687205,0.0,0,0,0.0
90,1209.6188830187036,0.0,0,0,0.0
91,1218.6871044108116,0.0,0,0,0.0
92,1222.0852643877695,0.0,0,0,0.0
93,1225.4098347948634,0.0,0,0,0.0
94,1232.7226486698316,0.0,0,0,0.0
95,1240.2307385777176,0.0,0,0,0.0
96,1244.6432364547732,0.0,0,0,0.0
97,1254.5643619336813,0.0,0,0,0.0
98,1259.5456070472528,0.0,0,0,0.0
99,1270.539875290058,0.0,0,0,0.0
100,1273.7988411401475,0.0,0,0,0.0
101,1287.6305009572654,0.0,0,0,0.0
102,1287.0899243713357,0.0,0,0,0.0
103,1290.5490628734228,0.0,0,0,0.0
104,1294.8569548068433,0.0,0,0,0.0
105,1295.2185343070496,0.0,0,0,0.0
106,1312.8546119893226,0.0,0,0,0.0
107,1306.4025509090663,0.0,0,0,0.0
108,1313.3769450783227,0.0,0,0,0.0
109,1319.0429178547352,0.0,0,0,0.0
110,1322.402110600283,0.0,0,0,0.0
111,1322.812905037881,0.0,0,0,0.0
112,1339.1119889499528,0.0,0,0,0.0
113,1331.7371651288433,0.0,0,0,0.0
114,1342.4761556350472,0.0,0,0,0.0
115,1363.3482845742474,0.0,0,0,0.0
116,1336.9656760776654,0.0,0,0,0.0
117,1362.0657572275486,0.0,0,0,0.0
118,1341.237292185723,0.0,0,0,0.0
119,1381.5204624816156,0.0,0,0,0.0
120,1372.7273090832746,0.0,0,0,0.0
121,1367.0345957340214,0.0,0,0,0.0
122,1387.0307125490717,0.0,0,0,0.0
123,1376.1044254645026,0.0,0,0,0.0
124,1367.834630974004,0.0,0,0,0.0
125,1396.8510306307544,0.0,0,0,0.0
126,1396.5610042153335,0.0,0,0,0.0
127,1361.8227938206699,0.0,0,0,0.0
128,1431.6040824361203,0.0,0,0,0.0
129,1374.5248679903918,0.0,0,0,0.0
130,1428.5405139505376,0.0,0,0,0.0
131,1365.3098399923492,0.0,0,0,0.0
132,1440.1874314511977,0.0,0,0,0.0
133,1380.7936150171408,0.0,0,0,0.0
134,1437.1326221976076,0.0,0,0,0.0
135,1427.010636960612,0.0,0,0,0.0
136,1418.3872014507992,0.0,0,0,0.0
137,1424.4099016583582,0.0,0,0,0.0
138,1422.6699595630832,0.0,0,0,0.0
139,1422.4775786365917,0.0,0,0,0.0
140,1429.466708346403,0.0,0,0,0.0
141,1437.938031392053,0.0,0,0,0.0
142,1434.2719595002343,0.0,0,0,0.0
143,1439.9245028314672,0.0,0,0,0.0
144,1441.6731366727051,0.0,0,0,0.0
145,1434.3041137446335,0.0,0,0,0.0
146,1450.6923710909691,0.0,0,0,0.0
147,1436.3703581960829,0.0,0,0,0.0
148,1446.0150829627178,0.0,0,0,0.0
149,1452.2333476025435,0.0,0,0,0.0
150,1471.370334680052,0.0,0,0,0.0
151,1452.9376224712105,0.0,0,0,0.0
152,1427.8037258738304,0.0,0,0,0.0
153,1471.2623611524934,0.0,0,0,0.0
154,1447.5819161266322,0.0,0,0,0.0
155,1491.6328931489713,0.0,0,0,0.0
156,1438.3496821895344,0.0,0,0,0.0
157,1491.2907103030605,0.0,0,0,0.0
158,1462.2722756485357,0.0,0,0,0.0
159,1471.2779310860203,0.0,0,0,0.0
160,1426.4256855037443,0.0,0,0,0.0
161,1515.0844079507578,0.0,0,0,0.0
162,1440.926501732472,0.0,0,0,0.0
163,1514.675368028656,0.0,0,0,0.0
164,1478.8985705681298,0.0,0,0,0.0
165,1493.2431354928221,0.0,0,0,0.0
166,1487.8106007097206,0.0,0,0,0.0
167,1497.036332423044,0.0,0,0,0.0
168,1475.4018594615413,0.0,0,0,0.0
169,1496.522015419033,0.0,0,0,0.0
170,1461.7952763830797,0.0,0,0,0.0
171,1521.9988841192005,0.0,0,0,0.0
172,1452.8027844204842,0.0,0,0,0.0
173,1518.5419560829946,0.0,0,0,0.0
174,1455.7364297103368,0.0,0,0,0.0
175,1535.3385647998375,0.0,0,0,0.0
176,1477.8508891801287,0.0,0,0,0.0
177,1516.7671589058439,0.0,0,0,0.0
178,1491.1485366093787,0.0,0,0,0.0
179,1515.82972125101,0.0,0,0,0.0
180,1491.8904485847286,0.0,0,0,0.0
181,1544.8038564482322,0.0,0,0,0.0
182,1494.447819139156,0.0,0,0,0.0
183,1540.176633605891,0.0,0,0,0.0
184,1493.5583795297553,0.0,0,0,0.0
185,1511.3016434160509,0.0,0,0,0.0
186,1508.5172590050424,0.0,0,0,0.0
187,1540.6021809501287,0.0,0,0,0.0
188,1521.3114833536276,0.0,0,0,0.0
189,1524.5555577587024,-0.0008474576271186862,0,0,0.0
190,1531.9200732847414,-0.0008474576271186862,0,0,0.0
191,1487.1009522422207,-0.0025423728813558366,0,0,0.0
192,1528.0084987906312,0.0,0,0,0.0
193,1563.7289200257806,-0.0016949152542373724,0,0,0.0
194,1573.690915192594,0.0,1,0,0.0
195,1548.5834698130484,-0.0008474576271186862,1,0,0.0
196,1531.7385379153377,0.0,1,0,0.0
197,1561.2751191473292,0.0,1,0,0.0
198,1537.8851861057706,0.0,1,0,0.0
199,1615.0420260244837,0.0,0,0,0.0
200,1524.7419270785103,0.0,1,0,0.0
201,1537.979737986686,0.0,0,0,0.0
202,1524.0774380848643,0.0,0,0,0.0
203,1577.5572932566242,0.0,0,0,0.0
204,1470.6184339576612,-0.0008474576271186862,0,0,0.0
205,1594.4645973151264,0.0,0,0,0.0
206,1550.1046140791075,0.0,0,0,0.0
207,1593.0704908890339,0.0,0,0,0.0
208,1550.743560217557,0.0,0,0,0.0
209,1559.5782016775242,0.0,0,0,0.0
210,1565.7062748265284,0.0,0,0,0.0
211,1534.3464539653191,-0.0025423728813558366,0,0,0.0
212,1570.8899914546068,0.0,0,0,0.0
213,1574.9316127747943,0.0,0,0,0.0
214,1588.4432389825713,-0.0008474576271186862,0,0,0.0
215,1516.32780100001,0.0,0,0,0.0
216,1650.5733933732197,0.0,0,0,0.0
217,1529.3683540101974,0.0,0,0,0.0
218,1583.6022538214286,0.0,0,0,0.0
219,1527.6208556307902,-0.0008474576271186862,0,0,0.0
220,1588.471721387687,-0.0008474576271186862,0,0,0.0
221,1547.7111575604451,-0.0008474576271186862,0,0,0.0
222,1598.5962787358378,0.0,0,0,0.0
223,1559.1564000286758,-0.0025423728813558366,0,0,0.0
224,1591.324044333807,0.0,0,0,0.0
225,1595.640171656788,-0.0016949152542373724,0,0,0.0
226,1657.0456283615956,0.0,0,0,0.0
227,1489.1559429433607,-0.0016949152542373724,0,0,0.0
228,1647.3103414453751,0.0,0,0,0.0
229,1488.9616822944658,-0.003389830508474523,0,0,0.0
230,1703.005115534954,0.0,0,0,0.0
231,1484.9296637399802,-0.0025423728813558366,0,0,0.0
232,1614.4252428341367,0.0,0,0,0.0
233,1561.9431275789627,-0.0059322033898305815,0,0,0.0
234,1640.9426619086682,-0.0016949152542373724,0,0,0.0
235,1513.502477767726,-0.005084745762711895,0,0,0.0
236,1699.0708685711984,-0.0016949152542373724,0,0,0.0
237,1564.4234633347933,-0.0025423728813558366,0,0,0.0
238,1652.3543125582235,-0.0016949152542373724,1,1,0.0
239,1617.207163674616,0.0,0,1,0.0
240,1604.498230970717,-0.0016949152542373724,0,1,0.0
241,1563.4302846914845,-0.0008474576271186862,0,1,0.0
242,1638.1478692607245,0.0,0,1,0.0
243,1535.940061438677,-0.0016949152542373724,0,1,0.0
244,1575.2332402098066,-0.0016949152542373724,0,1,0.0
245,1672.2281719266819,-0.0016949152542373724,0,1,0.0
246,1615.669230220695,-0.0016949152542373724,0,1,0.0
247,1547.5831575544587,-0.0016949152542373724,0,1,0.0
248,1652.2834062386503,0.0,0,1,0.0
249,1527.35861450007,-0.0025423728813558366,0,1,0.0
250,1619.7334385938088,0.0,0,1,0.0
251,1628.10278393813,-0.004237288135593209,1,2,0.0
252,1646.1501043981643,-0.005084745762711895,1,2,0.0
253,1503.2702089148213,-0.0008474576271186862,1,3,0.0
254,1656.5736256015482,-0.0016949152542373724,0,3,0.0
255,1619.4466461252975,-0.003389830508474523,0,3,0.0
256,1637.0591150556654,-0.005084745762711895,0,3,0.0
257,1572.9557199080496,0.0,0,3,0.0
258,1689.0260198272038,-0.0025423728813558366,1,3,0.0
259,1597.8718644178798,0.0,1,4,0.0
260,1602.8340271832892,-0.005084745762711895,1,5,0.0
261,1615.4711791902487,0.0,0,5,0.0
262,1664.539347987255,-0.009322033898305104,0,5,0.0
263,1561.2607244223695,0.0,0,5,0.0
264,1641.2698087749684,-0.0059322033898305815,0,5,0.0
265,1642.5114189016633,0.0,0,5,0.0
266,1722.863355227562,-0.0025423728813558366,0,5,0.0
267,1477.047615269809,0.0,0,5,0.0
268,1717.6630830495262,-0.0025423728813558366,0,5,0.0
269,1660.5878776502896,0.0,0,5,0.0
270,1659.402813977709,-0.005084745762711895,0,5,0.0
271,1586.8953975320887,0.0,0,5,0.0
272,1620.2388526874136,-0.006779661016949046,0,5,0.0
273,1586.999015142031,0.0,0,5,0.0
274,1620.3486107460978,-0.003389830508474523,0,5,0.0
275,1633.2885209427743,0.0,0,5,0.0
276,1583.699495056068,-0.003389830508474523,0,5,0.0
277,1704.7892792090754,0.0,0,5,0.0
278,1618.8186156914348,-0.005084745762711895,0,5,0.0
279,1526.155792959033,-0.0016949152542373724,0,5,0.0
280,1687.165779536764,-0.004237288135593209,0,5,0.0
281,1622.8792868663163,-0.004237288135593209,1,6,0.0
282,1666.5440564635721,-0.003389830508474523,0,6,0.0
283,1665.6908618294906,-0.003389830508474523,0,6,0.0
284,1578.2118457832696,-0.007627118644067732,0,6,0.0
285,1662.2426831854148,-0.01016949152542379,0,6,0.0
286,1616.4955242635851,-0.0025423728813558366,1,9,0.0
287,1523.3872628234326,0.0,0,9,0.0
288,1700.125448171511,-0.007627118644067732,0,9,0.0
289,1525.8782854720403,0.0,0,9,0.0
290,1657.0356352501963,0.0,0,9,0.0
291,1667.4159694206749,-0.0016949152542373724,0,9,0.0
292,1675.141066338492,0.0,0,9,0.0
293,1639.6498957381823,0.0,0,9,0.0
294,1627.3663718593111,-0.003389830508474523,1,11,0.0
295,1618.3969240967347,0.0,0,11,0.0
296,1638.9426419526606,0.0,0,11,0.0
297,1585.982368952235,0.0,0,11,0.0
298,1643.625246264448,0.0,0,11,0.0
299,1634.4062320135763,0.0,0,11,0.0
300,1664.7585757765655,0.0,0,11,0.0
301,1552.734720223625,0.0,0,11,0.0
302,1557.0684192139595,0.0,0,11,0.0
303,1729.2261196339296,0.0,1,11,0.0
304,1663.6002448745458,0.0,0,11,0.0
305,1573.082204498914,0.0,0,11,0.0
306,1620.9795670681187,0.0,0,11,0.0
307,1558.9738130129792,0.0,0,11,0.0
308,1577.9365353778473,0.0,0,11,0.0
309,1564.5741883288963,-0.006779661016949046,0,11,0.0
310,1662.3097131965155,0.0,0,11,0.0
311,1579.8394232809246,0.0,0,11,0.0
312,1506.1320587977639,0.0,0,11,0.0
313,1620.4687667692929,0.0,0,11,0.0
314,1558.2355121977428,-0.003389830508474523,0,11,0.0
315,1453.4143355170359,-0.0008474576271186862,0,11,0.0
316,1619.6005398199845,0.0,0,11,0.0
317,1576.2758292258097,-0.0025423728813558366,0,11,0.0
318,1499.7602035976408,-0.007627118644067732,0,11,0.0
319,1458.9463292607088,0.0,0,11,0.0
320,1472.7571504944212,-0.007627118644067732,0,11,0.0
321,1526.8684842473517,0.0,0,11,0.0
322,1427.7394701598278,0.0,0,11,0.0
323,1431.0413286327218,-0.0025423728813558366,0,11,0.0
324,1490.1810941810068,-0.003389830508474523,0,11,0.0
325,1497.6554100001933,0.0,1,11,0.0
326,1373.0045834090195,0.0,0,11,0.0
327,1456.0383326794235,0.0,0,11,0.0
328,1365.4816564155376,0.0,0,11,0.0
329,1425.243613536001,0.0,1,13,0.0
330,1376.4959717053127,0.0,1,14,0.0
331,1491.850774628294,0.0,0,14,0.0
332,1372.5770552124768,0.0,0,14,0.0
333,1539.9009269619673,-0.004237288135593209,0,14,0.0
334,1330.4230933666581,0.0,0,14,0.0
335,1492.500243409353,-0.0016949152542373724,0,14,0.0
336,1498.2756515715578,0.0,0,14,0.0
337,1362.9695988181902,0.0,0,14,0.0
338,1463.9226911076244,0.0,1,14,0.0
339,1442.4098962265518,-0.0059322033898305815,0,14,0.0
340,1428.9030216336628,0.0,0,14,0.0
341,1358.1718416179563,0.0,0,14,0.0
342,1525.5009586904193,-0.003389830508474523,0,14,0.0
343,1333.4570224623126,0.0,0,14,0.0
344,1450.489171806787,0.0,0,14,0.0
345,1412.5439362934821,0.0,1,15,0.0
346,1480.0800015562181,-0.0016949152542373724,0,15,0.0
347,1348.4739372807971,0.0,0,15,0.0
348,1479.0794142844388,-0.0025423728813558366,0,15,0.0
349,1340.7160390021836,0.0,0,15,0.0
350,1453.7945319950777,-0.004237288135593209,0,15,0.0
351,1402.4597713699159,0.0,0,15,0.0
352,1476.5917660852126,-0.005084745762711895,0,15,0.0
353,1408.7034471180075,0.0,0,15,0.0
354,1397.9442459248228,-0.0059322033898305815,0,15,0.0
355,1460.4751054309286,0.0,1,15,0.0
356,1454.3289222598337,-0.006779661016949046,0,15,0.0
357,1382.3648039326094,0.0,0,15,0.0
358,1460.6514956274495,-0.012711864406779627,0,15,0.0
359,1373.2677864283576,0.0,0,15,0.0
360,1458.2484121484977,-0.007627118644067732,0,15,0.0
361,1376.9704091978067,0.0,0,15,0.0
362,1495.1488132563027,-0.007627118644067732,0,15,0.0
363,1406.3243214002532,0.0,1,15,0.0
364,1417.2872896889849,0.0,0,15,0.0
365,1407.7800233775095,0.0,0,15,0.0
366,1418.7113092047227,0.0,0,15,0.0
367,1370.9893275058394,0.0,0,15,0.0
368,1454.440455991244,0.0,0,15,0.0
369,1418.9385267117282,0.0,0,15,0.0
370,1419.284799735903,0.0,0,15,0.0
371,1410.3900867446237,-0.008474576271186418,0,15,0.0
372,1449.4541538742576,0.0,0,15,0.0
373,1416.4037097941803,0.0,0,15,0.0
374,1389.7761966835335,0.0,0,15,0.0
375,1394.2293447811685,0.0,0,15,0.0
376,1466.7084340308625,0.0,0,15,0.0
377,1344.6896884816554,0.0,0,15,0.0
378,1436.0601892826983,0.0,0,15,0.0
379,1406.1426681997243,-0.0008474576271186862,0,15,0.0
380,1478.8457509731825,0.0,0,15,0.0
381,1382.0677162278928,0.0,0,15,0.0
382,1374.7543572003826,0.0,1,15,0.0
383,1455.1228658012005,-0.0008474576271186862,0,15,0.0
384,1458.0962669213084,0.0,0,15,0.0
385,1316.076811003176,-0.005084745762711895,0,15,0.0
386,1516.275122808293,-0.004237288135593209,0,15,0.0
387,1380.7950561817577,-0.0025423728813558366,0,15,0.0
388,1439.6923826530033,0.0,0,15,0.0
389,1332.1299190021032,0.0,0,15,0.0
390,1531.5293567123194,0.0,0,15,0.0
391,1426.690785313113,0.0,0,15,0.0
392,1294.2039405444577,0.0,0,15,0.0
393,1478.9859783322381,0.0,0,15,0.0
394,1491.4354602481703,0.0,1,15,0.0
395,1275.2971989734046,0.0,0,15,0.0
396,1472.006409173181,-0.0025423728813558366,0,15,0.0
397,1500.2325922252496,0.0,0,15,0.0
398,1283.743223796974,0.0,0,15,0.0
399,1478.8699337316466,0.0,0,15,0.0
400,1412.0238287949928,0.0,0,15,0.0
401,1346.8870699756085,0.0,0,15,0.0
402,1512.5230892789023,0.0,0,15,0.0
403,1283.049976046152,-0.009322033898305104,0,15,0.0
404,1545.3223332785637,0.0,0,15,0.0
405,1429.502808937057,0.0,0,15,0.0
406,1263.0672859000606,0.0,0,15,0.0
407,1401.4508958109832,0.0,0,15,0.0
408,1446.943411279667,0.0,0,15,0.0
409,1350.6848692436192,0.0,0,15,0.0
410,1423.366475435691,0.0,0,15,0.0
411,1356.7625512764541,0.0,0,15,0.0
412,1386.5745195517898,0.0,0,15,0.0
413,1349.1267348713084,0.0,0,15,0.0
414,1388.7991013998985,0.0,0,15,0.0
415,1394.2477867968385,0.0,0,15,0.0
416,1339.8584060441665,0.0,0,15,0.0
417,1336.9307295200783,0.0,0,15,0.0
418,1270.5679085312902,0.0,0,15,0.0
419,1297.0672622618538,0.0,0,15,0.0
420,1242.9633690190362,0.0,0,15,0.0
421,1218.0691723012826,0.0,0,15,0.0
422,1218.8597080958275,-0.0008474576271186862,0,15,0.0
423,1194.866592492905,0.0,0,15,0.0
424,1155.965935388207,-0.0016949152542373724,0,15,0.0
425,1114.5912043041644,-0.0025423728813558366,0,15,0.0
426,1118.43412872241,-0.003389830508474523,0,15,0.0
427,1119.3356787898895,-0.0008474576271186862,0,15,0.0
428,1104.7757508712061,-0.0016949152542373724,0,15,0.0
429,1128.2879398262896,-0.0025423728813558366,0,15,0.0
430,1111.2824723047238,-0.004237288135593209,0,15,0.0
431,1113.7842539316237,-0.0059322033898305815,0,15,0.0
432,1088.1033708039126,-0.008474576271186418,0,15,0.0
433,1111.3081852344253,-0.011864406779660941,0,15,0.0
434,1127.5094677738166,-0.01610169491525415,0,15,0.0
435,1091.9382089435169,-0.02033898305084736,0,15,0.0
436,1145.116702311811,-0.015254237288135686,0,15,0.0
437,1107.4987102547477,-0.011016949152542477,0,15,0.0
438,1132.2086192715549,-0.007627118644067732,0,15,0.0
439,1093.9552211410798,-0.004237288135593209,0,15,0.0
440,1138.401954229476,0.0,1,18,0.0
441,1121.8646651428598,0.0,0,18,0.0
442,1105.6239533210535,0.0,0,18,0.0
443,1160.4597332949033,-0.0008474576271186862,1,18,0.0
444,1133.804297333332,0.0,0,18,0.0
445,1113.9406965982582,-0.0016949152542373724,0,18,0.0
446,1165.9198845989301,-0.0016949152542373724,0,18,0.0
447,1138.5096739318094,-0.0008474576271186862,0,18,0.0
448,1145.4600695971053,-0.003389830508474523,0,18,0.0
449,1153.6221664337072,-0.0016949152542373724,0,18,0.0
450,1141.9168955778607,-0.004237288135593209,0,18,0.0
451,1147.6088420661954,-0.006779661016949046,0,18,0.0
452,1144.9341876566104,-0.01016949152542379,0,18,0.0
453,1168.5002838658022,-0.014406779661017,0,18,0.0
454,1152.323879983094,-0.01864406779661021,0,18,0.0
455,1150.1008443797632,-0.01610169491525415,0,18,0.0
456,1164.5926558588474,0.0,0,18,0.0
457,1168.8697589133726,0.0,0,18,0.0
458,1154.2841764464822,0.0,0,18,0.0
459,1157.7199909540764,-0.0008474576271186862,0,18,0.0
460,1165.7002976772374,-0.0016949152542373724,0,18,0.0
461,1167.466328248384,-0.0016949152542373724,0,18,0.0
462,1179.4104329073361,0.0,0,18,0.0
463,1176.397235131083,-0.0025423728813558366,0,18,0.0
464,1172.3300527405945,0.0,0,18,0.0
465,1180.2395723103311,-0.0008474576271186862,0,18,0.0
466,1187.942020824809,-0.0025423728813558366,0,18,0.0
467,1206.4904329753442,-0.004237288135593209,0,18,0.0
468,1193.1374981413762,-0.006779661016949046,0,18,0.0
469,1206.7422902774367,-0.009322033898305104,0,18,0.0
470,1194.1151243425932,-0.012711864406779627,0,18,0.0
471,1208.2029247208757,-0.016949152542372836,0,18,0.0
472,1223.0260962513462,0.0,0,18,0.0
473,1190.7192389554143,-0.0025423728813558366,0,18,0.0
474,1219.4638934332747,0.0,0,18,0.0
475,1193.5431562255976,-0.0016949152542373724,0,18,0.0
476,1229.9431054500496,-0.0025423728813558366,0,18,0.0
477,1192.0387160820846,-0.0025423728813558366,0,18,0.0
478,1227.9229589006534,0.0,0,18,0.0
479,1242.848142357621,0.0,0,18,0.0
480,1198.1292077077712,-0.0008474576271186862,0,18,0.0
481,1263.165905153462,0.0,0,18,0.0
482,1232.0038082271224,0.0,0,18,0.0
483,1197.9392140640316,-0.008474576271186418,0,18,0.0
484,1217.3948616218331,-0.004237288135593209,0,18,0.0
485,1268.032827624585,-0.0059322033898305815,0,18,0.0
486,1201.7852566698039,-0.007627118644067732,0,18,0.0
487,1259.889916772337,-0.01016949152542379,0,18,0.0
488,1199.4680266572393,0.0,0,18,0.0
489,1286.7340434336184,-0.007627118644067732,0,18,0.0
490,1187.4876613601161,-0.01016949152542379,0,18,0.0
491,1292.4439390675257,-0.011864406779660941,0,18,0.0
492,1217.892386895772,-0.016949152542372836,0,18,0.0
493,1276.596616752787,-0.016949152542372836,0,18,0.0
494,1188.4646295123707,-0.012711864406779627,0,18,0.0
495,1318.3176616365404,-0.01610169491525415,0,18,0.0
496,1235.5902972296303,-0.011016949152542477,0,18,0.0
497,1269.3303917635194,-0.0008474576271186862,0,18,0.0
498,1215.6612070903263,-0.004237288135593209,0,18,0.0
499,1277.3933074875274,-0.01016949152542379,0,18,0.0
